"","id","roi","int","index","time","cell_id","app_time"
"190","03.04.2024_(2.4)_ch1","10",0.384616888627748,9,9,"03_04_24_cell2","0.5"
"191","03.04.2024_(2.4)_ch1","10",0.29685176693444,10,10,"03_04_24_cell2","0.5"
"192","03.04.2024_(2.4)_ch1","10",0.226850775102435,11,11,"03_04_24_cell2","0.5"
"193","03.04.2024_(2.4)_ch1","10",0.134900882864389,12,12,"03_04_24_cell2","0.5"
"194","03.04.2024_(2.4)_ch1","10",0.0917665778382647,13,13,"03_04_24_cell2","0.5"
"195","03.04.2024_(2.4)_ch1","10",0.0131530793590233,14,14,"03_04_24_cell2","0.5"
"196","03.04.2024_(2.4)_ch1","10",0.029472849502822,15,15,"03_04_24_cell2","0.5"
"197","03.04.2024_(2.4)_ch1","10",0.00432175372514616,16,16,"03_04_24_cell2","0.5"
"198","03.04.2024_(2.4)_ch1","10",0.0581123215578117,17,17,"03_04_24_cell2","0.5"
"199","03.04.2024_(2.4)_ch1","10",0.0633379131846938,18,18,"03_04_24_cell2","0.5"
"200","03.04.2024_(2.4)_ch1","10",0.0286577269803897,20,19,"03_04_24_cell2","0.5"
"201","03.04.2024_(2.4)_ch1","11",0.0234996882585602,0,0,"03_04_24_cell2","0.5"
"202","03.04.2024_(2.4)_ch1","11",0.0320802241287562,1,1,"03_04_24_cell2","0.5"
"203","03.04.2024_(2.4)_ch1","11",0.0107884288616356,2,2,"03_04_24_cell2","0.5"
"204","03.04.2024_(2.4)_ch1","11",-0.0124265028147718,3,3,"03_04_24_cell2","0.5"
"205","03.04.2024_(2.4)_ch1","11",-0.0539418384341798,4,4,"03_04_24_cell2","0.5"
"206","03.04.2024_(2.4)_ch1","11",-0.0819633124733149,5,5,"03_04_24_cell2","0.5"
"207","03.04.2024_(2.4)_ch1","11",0.179951109752443,6,6,"03_04_24_cell2","0.5"
"208","03.04.2024_(2.4)_ch1","11",0.126871963593408,7,7,"03_04_24_cell2","0.5"
"209","03.04.2024_(2.4)_ch1","11",0.116176657182497,8,8,"03_04_24_cell2","0.5"
"210","03.04.2024_(2.4)_ch1","11",0.0939276985676292,9,9,"03_04_24_cell2","0.5"
"211","03.04.2024_(2.4)_ch1","11",-0.0101618460685036,10,10,"03_04_24_cell2","0.5"
"212","03.04.2024_(2.4)_ch1","11",-0.0169907486437467,11,11,"03_04_24_cell2","0.5"
"213","03.04.2024_(2.4)_ch1","11",-0.0806179457666553,12,12,"03_04_24_cell2","0.5"
"214","03.04.2024_(2.4)_ch1","11",-0.0672243173936281,13,13,"03_04_24_cell2","0.5"
"215","03.04.2024_(2.4)_ch1","11",-0.0682710634135306,14,14,"03_04_24_cell2","0.5"
"216","03.04.2024_(2.4)_ch1","11",-0.136688637371631,15,15,"03_04_24_cell2","0.5"
"217","03.04.2024_(2.4)_ch1","11",-0.0482298210437841,16,16,"03_04_24_cell2","0.5"
"218","03.04.2024_(2.4)_ch1","11",-0.114712327533282,17,17,"03_04_24_cell2","0.5"
"219","03.04.2024_(2.4)_ch1","11",-0.126338444143736,18,18,"03_04_24_cell2","0.5"
"220","03.04.2024_(2.4)_ch1","11",-0.115834273071193,20,19,"03_04_24_cell2","0.5"
"221","03.04.2024_(2.4)_ch1","12",-0.0129534821073931,0,0,"03_04_24_cell2","0.5"
"222","03.04.2024_(2.4)_ch1","12",0.0136062034900205,1,1,"03_04_24_cell2","0.5"
"223","03.04.2024_(2.4)_ch1","12",-0.0102767350984438,2,2,"03_04_24_cell2","0.5"
"224","03.04.2024_(2.4)_ch1","12",-0.032252227253491,3,3,"03_04_24_cell2","0.5"
"225","03.04.2024_(2.4)_ch1","12",0.0418762409693071,4,4,"03_04_24_cell2","0.5"
"226","03.04.2024_(2.4)_ch1","12",0.0113373987632092,5,5,"03_04_24_cell2","0.5"
"227","03.04.2024_(2.4)_ch1","12",0.299494034303498,6,6,"03_04_24_cell2","0.5"
"228","03.04.2024_(2.4)_ch1","12",0.244205516209159,7,7,"03_04_24_cell2","0.5"
"229","03.04.2024_(2.4)_ch1","12",0.162295006874978,8,8,"03_04_24_cell2","0.5"
"230","03.04.2024_(2.4)_ch1","12",0.244931914598597,9,9,"03_04_24_cell2","0.5"
"231","03.04.2024_(2.4)_ch1","12",0.0612823369450979,10,10,"03_04_24_cell2","0.5"
"232","03.04.2024_(2.4)_ch1","12",-0.00157182396395202,11,11,"03_04_24_cell2","0.5"
"233","03.04.2024_(2.4)_ch1","12",-0.0377922963525213,12,12,"03_04_24_cell2","0.5"
"234","03.04.2024_(2.4)_ch1","12",-0.120591138371464,13,13,"03_04_24_cell2","0.5"
"235","03.04.2024_(2.4)_ch1","12",-0.137781812299032,14,14,"03_04_24_cell2","0.5"
"236","03.04.2024_(2.4)_ch1","12",-0.157821011116129,15,15,"03_04_24_cell2","0.5"
"237","03.04.2024_(2.4)_ch1","12",-0.178807053262534,16,16,"03_04_24_cell2","0.5"
"238","03.04.2024_(2.4)_ch1","12",-0.18553377799542,17,17,"03_04_24_cell2","0.5"
"239","03.04.2024_(2.4)_ch1","12",-0.135242303813352,18,18,"03_04_24_cell2","0.5"
"240","03.04.2024_(2.4)_ch1","12",-0.202784393294994,20,19,"03_04_24_cell2","0.5"
"241","03.04.2024_(2.4)_ch1","13",0.00508379454862913,0,0,"03_04_24_cell2","0.5"
"242","03.04.2024_(2.4)_ch1","13",0.0293603046023238,1,1,"03_04_24_cell2","0.5"
