NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
281,69.38970,29.90,69.39420,-36.25,69.41070,36.25,0.99390,66.15,472.86,
282,70.38300,34.48,70.38810,-23.59,70.40130,39.69,0.58800,58.07,392.50,
283,70.97280,43.33,70.97610,-9.06,70.98720,37.34,0.02850,52.40,384.63,
284,71.00130,38.02,71.00460,-22.19,71.01210,36.09,0.55980,60.21,284.31,
285,71.55450,21.46,71.56440,-17.03,71.57430,40.31,0.50250,38.49,40.66,
286,72.06120,42.71,72.06690,-26.41,72.08280,21.72,0.03600,69.11,681.58,
287,72.09900,40.16,72.10290,-18.28,72.11430,39.06,0.50640,58.44,402.84,
288,72.60510,28.33,72.60930,-38.13,72.62580,20.78,0.24420,66.46,513.86,
289,72.84930,35.00,72.85350,-18.75,72.86880,24.84,0.76110,53.75,441.28,
290,73.60500,35.63,73.61460,-28.59,73.62570,37.50,0.00000,64.22,387.89,
291,73.72080,45.57,73.61460,-28.59,73.74090,41.72,0.43890,74.17,320.50,
292,74.05140,39.64,74.05350,-27.50,74.06400,24.53,0.38340,67.14,469.11,
293,74.43210,32.66,74.43690,-28.13,74.44800,37.19,0.15840,60.78,404.02,
294,74.59140,27.76,74.59530,-22.03,74.61090,27.34,0.31200,49.79,247.41,
295,74.90460,36.30,74.90730,-19.69,74.91630,36.88,0.04140,55.99,293.31,
296,74.94060,44.01,74.94870,-7.97,74.95620,41.56,0.47520,51.98,296.59,
297,75.41880,44.79,75.42390,-32.34,75.43410,34.38,0.15840,77.14,619.95,
