TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
49.8948,-20.73,49.9008,-39.06,49.9146,-26.25,1.1282,18.33,241.23,180313_s30,-70ctrl
51.0216,-19.64,51.029,-37.5,51.0428,-25.78,1.1122,17.86,258.43,180313_s30,-70ctrl
52.1364,-22.92,52.1412,-30.31,52.153,-20.78,0.5192,7.4,61.97,180313_s30,-70ctrl
52.6504,-27.14,52.6604,-46.09,52.6714,-31.72,0.2368,18.96,244.79,180313_s30,-70ctrl
52.8942,-21.35,52.8972,-33.28,52.9136,-24.06,0.3448,11.93,132.74,180313_s30,-70ctrl
53.2366,-20.78,53.242,-35,53.254,-24.84,0.9644,14.22,171.72,180313_s30,-70ctrl
54.2024,-21.2,54.2064,-31.72,54.2192,-23.44,0.7178,10.52,103.57,180313_s30,-70ctrl
54.9194,-22.34,54.9242,-31.41,54.9362,-24.06,0.5178,9.06,100.69,180313_s30,-70ctrl
55.4384,-20.63,55.442,-32.03,55.454,-23.44,2.0032,11.41,113.78,180313_s30,-70ctrl
57.4418,-21.67,57.4452,-31.56,57.4574,-24.22,3.0042,9.9,117.07,180313_s30,-70ctrl
60.4456,-22.08,60.4494,-30,60.457,-22.34,0,7.92,61.15,180313_s30,-70ctrl
61.2978,-25.89,60.4494,-30,61.309,-21.25,5.3704,4.11,0,180313_s30,-70ctrl
65.8134,-21.82,65.8198,-40.63,65.8334,-28.13,1.0716,18.8,260.27,180313_s30,-70ctrl
66.8862,-27.66,66.8914,-29.22,66.898,-21.25,3.9656,1.56,0,180313_s30,-70ctrl
70.8526,-22.4,70.857,-28.59,70.8674,-22.34,0,6.2,51.13,180313_s30,-70ctrl
71.3656,-22.4,70.857,-28.59,71.385,-23.28,0.6612,6.2,88.64,180313_s30,-70ctrl
71.5148,-23.13,71.5182,-32.5,71.5318,-24.22,0.3692,9.38,114.72,180313_s30,-70ctrl
71.8818,-23.28,71.8874,-26.88,71.8912,-19.22,3.6202,3.59,9.44,180313_s30,-70ctrl
75.5044,-22.86,75.5076,-32.34,75.5188,-23.28,0.9648,9.48,73.86,180313_s30,-70ctrl
76.4694,-21.51,76.4724,-30,76.4892,-21.88,1.029,8.49,132.98,180313_s30,-70ctrl
77.4962,-27.4,77.5014,-29.06,77.5114,-22.97,2.2186,1.67,0,180313_s30,-70ctrl
79.7168,-22.66,79.72,-32.34,79.7358,-24.53,2.1572,9.69,110.47,180313_s30,-70ctrl
81.8734,-21.93,81.8772,-37.5,81.8886,-25.63,0,15.57,156.64,180313_s30,-70ctrl
82.5498,-22.97,81.8772,-37.5,82.5624,-24.84,0.8486,14.53,76,180313_s30,-70ctrl
82.7208,-22.19,82.7258,-28.59,82.7302,-22.5,1.7794,6.41,31.41,180313_s30,-70ctrl
84.501,-23.75,84.5052,-40.47,84.5218,-28.75,0.7976,16.72,231,180313_s30,-70ctrl
85.3012,-24.27,85.3028,-31.72,85.32,-23.75,0.55,7.45,88.23,180313_s30,-70ctrl
85.8466,-21.93,85.8528,-33.91,85.867,-25.47,0.9784,11.98,150.86,180313_s30,-70ctrl
86.8256,-26.88,86.8312,-30.47,86.841,-23.44,9.7036,3.59,16.75,180313_s30,-70ctrl
96.5314,-23.39,96.5348,-35.63,96.55,-25.47,0,12.24,161.98,180313_s30,-70ctrl
98.5246,-25.31,96.5348,-35.63,98.5426,-23.91,2.0794,10.31,46.41,180313_s30,-70ctrl
202.9036,-22.76,202.908,-33.28,202.9224,-25,13.9614,10.52,119.83,180313_s30,-70mid
216.8672,-24.74,216.8694,-33.13,216.8836,-26.72,1.197,8.39,112.64,180313_s30,-70mid
218.0622,-22.86,218.0664,-35.16,218.0786,-25.31,0.1152,12.29,116.1,180313_s30,-70mid
218.178,-25.36,218.1816,-32.5,218.192,-25.63,1.4566,7.14,64.17,180313_s30,-70mid
219.634,-23.54,219.6382,-32.34,219.6548,-25.63,0,8.8,115.66,180313_s30,-70mid
221.8082,-27.92,219.6382,-32.34,221.816,-25.47,8.3044,4.43,14.48,180313_s30,-70mid
227.937,-27.24,227.9426,-31.87,227.9534,-25.47,0.8852,4.64,36.92,180313_s30,-70mid
228.8222,-24.43,228.8278,-37.81,228.8422,-28.28,1.389,13.39,169.17,180313_s30,-70mid
230.2104,-23.8,230.2168,-41.88,230.2286,-28.75,0.1682,18.07,206.35,180313_s30,-70mid
230.3794,-24.58,230.385,-41.56,230.4004,-29.37,0,16.98,196.55,180313_s30,-70mid
233.62,-23.85,230.385,-41.56,233.6366,-25,6.6244,17.71,89.09,180313_s30,-70mid
237.0042,-24.32,237.0094,-43.28,237.0262,-31.25,1.2592,18.96,273.72,180313_s30,-70mid
238.2638,-25.99,238.2686,-41.41,238.2856,-29.84,0.8994,15.42,204.67,180313_s30,-70mid
239.1656,-25.31,239.168,-33.59,239.1836,-28.28,1.044,8.28,130.72,180313_s30,-70mid
240.2028,-25.89,240.212,-43.13,240.2228,-32.34,0.9528,17.24,236.46,180313_s30,-70mid
241.1614,-25.52,241.1648,-34.53,241.1822,-27.97,0.535,9.01,122.44,180313_s30,-70mid
241.6904,-23.59,241.6998,-42.97,241.7114,-30.62,0.2782,19.38,290.72,180313_s30,-70mid
241.9714,-24.74,241.978,-36.88,241.9918,-27.19,1.885,12.14,155.71,180313_s30,-70mid
243.8578,-23.8,243.863,-30.16,243.8684,-22.03,1.516,6.35,20.5,180313_s30,-70mid
245.3746,-22.34,245.379,-32.81,245.3906,-26.25,0.4848,10.47,122.03,180313_s30,-70mid
245.861,-25.05,245.8638,-31.25,245.8768,-25.94,0.3442,6.2,74.26,180313_s30,-70mid
246.2028,-28.13,246.208,-30.62,246.2186,-24.84,0.1306,2.5,7.75,180313_s30,-70mid
246.3336,-24.95,246.3386,-39.53,246.354,-28.91,0.123,14.58,184.01,180313_s30,-70mid
246.4532,-27.86,246.4616,-46.41,246.4726,-33.59,4.0752,18.54,244.26,180313_s30,-70mid
250.5334,-23.44,250.5368,-33.28,250.554,-25.94,0.9896,9.84,136.41,180313_s30,-70mid
251.5214,-26.2,251.5264,-42.5,251.5434,-29.84,0.2986,16.3,226.34,180313_s30,-70mid
251.8214,-25.57,251.825,-37.34,251.843,-28.28,0.5344,11.77,134.1,180313_s30,-70mid
252.3536,-27.14,252.3594,-30.94,252.3688,-24.22,0.5232,3.8,22.11,180313_s30,-70mid
252.879,-24.84,252.8826,-35.47,252.9,-26.56,0.3848,10.63,143.53,180313_s30,-70mid
253.2646,-25.31,253.2674,-34.84,253.2822,-28.75,1.3752,9.53,157.66,180313_s30,-70mid
254.636,-26.2,254.6426,-40.63,254.6568,-29.22,4.4532,14.43,162.47,180313_s30,-70mid
259.0934,-26.04,259.0958,-30.31,259.1056,-24.38,3.8974,4.27,24.9,180313_s30,-70mid
262.99,-23.65,262.9932,-35.47,263.01,-28.44,0,11.82,189.67,180313_s30,-70mid
263.0442,-26.41,262.9932,-35.47,263.06,-24.69,0.893,9.06,49.91,180313_s30,-70mid
263.8804,-27.92,263.8862,-40.78,263.9016,-30.94,1.4024,12.86,173.21,180313_s30,-70mid
265.2842,-25.05,265.2886,-33.44,265.3002,-25.63,0,8.39,80.19,180313_s30,-70mid
267.0036,-24.53,265.2886,-33.44,267.0234,-25.78,4.0862,8.91,84.53,180313_s30,-70mid
269.3666,-23.49,269.3748,-43.91,269.3854,-31.09,0.4706,20.42,266.48,180313_s30,-70mid
269.838,-25.83,269.8454,-39.38,269.8586,-29.22,0.0552,13.54,177.39,180313_s30,-70mid
269.8968,-25.21,269.9006,-41.56,269.9146,-28.91,0.9408,16.35,166.03,180313_s30,-70mid
270.8372,-26.56,270.8414,-34.53,270.861,-27.34,0.2918,7.97,105.34,180313_s30,-70mid
271.1272,-31.04,271.1332,-37.19,271.1444,-28.28,0.288,6.15,41.5,180313_s30,-70mid
271.414,-26.2,271.4212,-44.69,271.4334,-31.72,0.8196,18.49,219.71,180313_s30,-70mid
272.2378,-28.59,272.2408,-38.13,272.2596,-32.81,4.5854,9.53,197.09,180313_s30,-70mid
276.8224,-26.72,276.8262,-33.75,276.8388,-26.88,1.6058,7.03,67.34,180313_s30,-70mid
278.4266,-28.96,278.432,-35.63,278.443,-27.19,0.0404,6.67,42.39,180313_s30,-70mid
278.468,-25.52,278.4724,-37.03,278.4826,-28.59,1.086,11.51,122.73,180313_s30,-70mid
279.5552,-25.68,279.5584,-31.41,279.5746,-26.41,6.2096,5.73,74.39,180313_s30,-70mid
285.7608,-24.9,285.768,-45.47,285.7828,-33.28,1.9104,20.57,311.91,180313_s30,-70mid
287.6734,-26.2,287.6784,-45.31,287.6954,-32.34,0.4402,19.11,266.63,180313_s30,-70mid
288.111,-33.8,288.1186,-38.91,288.1306,-31.87,1.431,5.1,42.38,180313_s30,-70mid
289.5412,-25.52,289.5496,-41.25,289.5614,-29.22,4.4234,15.73,190.97,180313_s30,-70mid
293.97,-24.84,293.973,-35.63,293.983,-25.31,0.9036,10.78,69.22,180313_s30,-70mid
294.8668,-33.33,294.8766,-48.59,294.8948,-37.03,0.907,15.26,267.53,180313_s30,-70mid
295.7762,-27.29,295.7836,-44.38,295.7986,-31.41,3.3444,17.08,227.05,180313_s30,-70mid
302.291,9.53,302.2964,6.09,302.3096,12.66,3.0174,3.44,21.16,180313_s30,-40mid
305.3066,12.76,305.3138,-2.5,305.324,8.75,2.8512,15.26,175.3,180313_s30,-40mid
308.1608,13.91,308.165,2.34,308.1786,11.72,1.944,11.56,119.63,180313_s30,-40mid
310.1014,12.97,310.109,2.03,310.122,10.94,0,10.94,134.22,180313_s30,-40mid
326.499,7.29,310.109,2.03,326.52,4.06,19.5652,5.26,151.05,180313_s30,-40mid
329.67,10.94,329.6742,1.56,329.6948,6.25,4.649,9.38,230.66,180313_s30,-40mid
334.3204,10.36,334.3232,3.75,334.339,10.78,0.9188,6.61,57.07,180313_s30,-40mid
335.2338,12.97,335.242,-2.97,335.2544,7.66,6.166,15.94,210.88,180313_s30,-40mid
341.3972,0.73,341.408,-8.59,341.4194,2.66,1.6682,9.32,81.93,180313_s30,-40mid
343.0714,13.49,343.0762,2.81,343.095,10.16,5.6028,10.68,195.77,180313_s30,-40mid
348.6702,9.48,348.679,-4.06,348.6896,6.88,0,13.54,150.6,180313_s30,-40mid
352.2074,11.09,348.679,-4.06,352.2262,10.47,6.856,15.16,92.34,180313_s30,-40mid
355.5322,8.59,355.535,0.78,355.5506,6.72,8.818,7.81,117.84,180313_s30,-40mid
364.3486,11.25,364.353,0.78,364.3726,5,1.105,10.47,245,180313_s30,-40mid
365.4514,10.57,365.458,-6.09,365.472,4.22,0.7756,16.67,227.51,180313_s30,-40mid
366.2282,6.72,366.2336,4.06,366.2424,9.84,0.64,2.66,5.53,180313_s30,-40mid
366.869,10.68,366.8736,3.28,366.8834,10.63,2.305,7.4,56.76,180313_s30,-40mid
369.1738,9.53,369.1786,-0.31,369.1918,7.5,4.3104,9.84,112.63,180313_s30,-40mid
373.4798,9.69,373.489,-6.09,373.5012,8.44,5.6792,15.78,200.78,180313_s30,-40mid
379.1648,10.21,379.1682,0,379.1854,5.94,0,10.21,185.68,180313_s30,-40mid
383.9458,9.38,379.1682,0,383.951,11.72,6.5636,9.38,31.72,180313_s30,-40mid
385.7264,9.06,385.7318,3.59,385.7394,11.09,0.7592,5.47,21.03,180313_s30,-40mid
386.4868,11.51,386.491,2.97,386.501,10.78,0.5542,8.54,63.09,180313_s30,-40mid
387.0394,5.78,387.0452,-2.81,387.0584,6.72,1.7328,8.59,94.75,180313_s30,-40mid
388.769,8.65,388.778,-2.97,388.791,6.25,10.3322,11.61,163.34,180313_s30,-40mid
501.5854,9.53,501.59,5.63,501.6008,11.09,0.3626,3.91,19.78,180313_s30,-40post
501.949,11.51,501.9526,5.47,501.9612,12.66,0.3564,6.04,22.57,180313_s30,-40post
502.305,11.04,502.309,2.03,502.3258,7.19,0.3362,9.01,162.88,180313_s30,-40post
502.6398,6.98,502.6452,-1.56,502.6574,4.53,0.2276,8.54,115.98,180313_s30,-40post
502.8676,3.23,502.8728,0,502.8804,6.88,1.085,3.23,4.39,180313_s30,-40post
503.9528,9.53,503.9578,-2.19,503.9722,5,0.4892,11.72,162.59,180313_s30,-40post
504.4418,10.73,504.447,1.09,504.461,6.56,0,9.64,137.24,180313_s30,-40post
504.5272,10.63,504.447,1.09,504.5428,9.84,0.1224,9.53,79.03,180313_s30,-40post
504.5646,9.38,504.5694,-2.03,504.5842,5.63,0,11.41,158.41,180313_s30,-40post
504.9828,4.58,504.5694,-2.03,505.0056,5.63,0,6.61,61.76,180313_s30,-40post
506.194,7.97,504.5694,-2.03,506.2166,6.72,0,10,126.81,180313_s30,-40post
506.7214,7.08,504.5694,-2.03,506.7392,8.44,2.862,9.11,52.72,180313_s30,-40post
507.4274,6.77,507.4314,2.19,507.4472,8.91,0.1938,4.58,43.6,180313_s30,-40post
507.6224,10.94,507.6252,-7.03,507.633,6.25,0.0182,17.97,107.59,180313_s30,-40post
507.639,5.42,507.6434,-2.19,507.6582,6.25,0.2888,7.6,93.11,180313_s30,-40post
507.927,3.39,507.9322,2.5,507.9398,7.66,0,0.89,0,180313_s30,-40post
508.1702,7.76,507.9322,2.5,508.1904,7.81,0.5954,5.26,87.75,180313_s30,-40post
508.5222,7.14,508.5276,-2.34,508.5488,-0.78,0.3018,9.48,177.82,180313_s30,-40post
508.8212,8.54,508.8294,-3.91,508.8426,5.78,0.4828,12.45,165.38,180313_s30,-40post
509.3086,8.39,509.3122,-0.94,509.3294,6.88,0.429,9.32,121.59,180313_s30,-40post
509.7356,3.75,509.7412,1.41,509.755,8.28,0,2.34,0,180313_s30,-40post
509.82,3.85,509.7412,1.41,509.837,7.34,0,2.45,14.29,180313_s30,-40post
509.9786,6.72,509.7412,1.41,509.9992,5.31,0,5.31,106.31,180313_s30,-40post
510.569,6.51,509.7412,1.41,510.5896,5.63,1.1082,5.1,86.29,180313_s30,-40post
510.844,4.64,510.8494,-1.25,510.8568,2.66,0.0138,5.89,50.04,180313_s30,-40post
510.858,0.16,510.8632,-3.75,510.8804,2.97,0.4084,3.91,44.25,180313_s30,-40post
511.2686,8.39,511.2716,1.09,511.2918,5.94,0,7.29,143.28,180313_s30,-40post
511.3244,1.61,511.2716,1.09,511.34,2.81,0.316,0.52,44.45,180313_s30,-40post
511.5818,6.15,511.5876,2.34,511.6012,7.5,0.1378,3.8,40.21,180313_s30,-40post
511.7198,6.46,511.7254,0.31,511.7372,6.09,0,6.15,67.64,180313_s30,-40post
511.941,3.44,511.7254,0.31,511.9564,6.25,0.3236,3.13,16.69,180313_s30,-40post
512.0436,4.38,512.049,1.41,512.0576,7.66,0,2.97,8.66,180313_s30,-40post
512.1316,5,512.049,1.41,512.1534,2.19,0,3.59,112.75,180313_s30,-40post
512.2186,3.96,512.049,1.41,512.2366,3.91,0,2.55,71.17,180313_s30,-40post
512.6508,5.31,512.049,1.41,512.6732,6.25,1.1038,3.91,84.06,180313_s30,-40post
513.1482,9.48,513.1528,-0.47,513.1738,2.81,0,9.95,199.47,180313_s30,-40post
514.0616,11.2,513.1528,-0.47,514.0794,9.53,0.9768,11.67,84.75,180313_s30,-40post
514.124,11.04,514.1296,0.16,514.151,5.31,0.242,10.89,205.58,180313_s30,-40post
514.3648,3.23,514.3716,-3.13,514.3814,4.38,0,6.35,46,180313_s30,-40post
514.6492,8.85,514.3716,-3.13,514.669,5.94,0,11.98,112.99,180313_s30,-40post
514.7442,5.99,514.3716,-3.13,514.7604,6.72,0.6282,9.11,43.6,180313_s30,-40post
514.9986,6.46,514.9998,-1.09,515.0126,9.06,0.3112,7.55,37.46,180313_s30,-40post
515.3058,9.27,515.311,1.09,515.3236,5.94,0.8958,8.18,107.47,180313_s30,-40post
516.1956,4.38,516.2068,-4.84,516.2174,4.53,0.8326,9.22,104.56,180313_s30,-40post
517.0338,4.27,517.0394,0.94,517.0524,7.19,0.047,3.33,7.45,180313_s30,-40post
517.081,8.65,517.0864,3.59,517.0954,11.56,0.144,5.05,21.7,180313_s30,-40post
517.226,6.67,517.2304,-3.13,517.2494,6.09,0.2772,9.79,130.61,180313_s30,-40post
517.5048,11.3,517.5076,2.34,517.5168,10,0,8.96,55.89,180313_s30,-40post
517.9726,6.04,517.5076,2.34,517.999,-5.78,0.64,3.7,225.96,180313_s30,-40post
518.145,9.69,518.1476,2.03,518.1564,10.31,0.1216,7.66,28.22,180313_s30,-40post
518.2638,1.15,518.2692,0,518.2806,6.25,0.645,1.15,0,180313_s30,-40post
518.9088,3.65,518.9142,1.56,518.9292,8.75,0.0762,2.08,0,180313_s30,-40post
518.985,6.72,518.9904,2.03,519.0098,7.5,0,4.69,66.59,180313_s30,-40post
519.1688,7.97,518.9904,2.03,519.19,8.28,0.3786,5.94,62.44,180313_s30,-40post
519.366,10.05,519.369,3.59,519.377,12.19,0.161,6.46,22.11,180313_s30,-40post
519.5242,5.05,519.53,0.47,519.5348,8.13,0.1226,4.58,10.09,180313_s30,-40post
519.6472,5.16,519.6526,-3.75,519.6738,0.47,0,8.91,172.09,180313_s30,-40post
520.6796,6.72,519.6526,-3.75,520.6966,9.22,1.773,10.47,9.47,180313_s30,-40post
521.4228,3.33,521.4256,-2.34,521.4418,3.28,0.3392,5.68,75.91,180313_s30,-40post
521.7596,7.92,521.7648,-0.31,521.78,5.47,0,8.23,114.27,180313_s30,-40post
522.0814,3.49,521.7648,-0.31,522.0974,6.72,0.4088,3.8,23,180313_s30,-40post
522.1688,8.7,522.1736,2.66,522.1812,8.28,0.0484,6.04,45.69,180313_s30,-40post
522.2168,1.72,522.222,-1.41,522.2322,5,0.2302,3.13,18.16,180313_s30,-40post
522.447,7.97,522.4522,3.28,522.4656,10.31,0.5724,4.69,34.5,180313_s30,-40post
523.0194,5.47,523.0246,2.19,523.0326,7.97,0,3.28,8.34,180313_s30,-40post
524.2776,1.15,523.0246,2.19,524.2922,4.84,1.3806,1.04,0,180313_s30,-40post
524.3998,3.54,524.4052,-2.19,524.419,4.22,0,5.73,58.33,180313_s30,-40post
524.6836,3.54,524.4052,-2.19,524.6974,6.41,0.4614,5.73,13.52,180313_s30,-40post
524.8614,4.74,524.8666,-0.16,524.8736,7.03,0.3208,4.9,10.58,180313_s30,-40post
525.1834,8.85,525.1874,-2.03,525.2062,5.47,0.18,10.89,185.61,180313_s30,-40post
525.3626,7.45,525.3674,-0.16,525.3864,7.34,0.4196,7.6,113.12,180313_s30,-40post
525.7834,8.13,525.787,2.34,525.797,8.44,0,5.78,41.84,180313_s30,-40post
525.881,8.07,525.787,2.34,525.899,6.88,0.4284,5.73,99.61,180313_s30,-40post
526.21,4.74,526.2154,0.63,526.2262,6.09,0,4.11,37.1,180313_s30,-40post
526.3948,7.66,526.2154,0.63,526.4136,7.81,0.2508,7.03,80.53,180313_s30,-40post
526.461,2.92,526.4662,0.78,526.4742,7.34,0.0716,2.14,0,180313_s30,-40post
526.5326,3.85,526.5378,-0.78,526.5496,5.63,0,4.64,37.7,180313_s30,-40post
527.064,8.49,526.5378,-0.78,527.088,3.44,0.7862,9.27,127.73,180313_s30,-40post
527.3188,4.32,527.324,1.56,527.3344,7.5,0,2.76,3.99,180313_s30,-40post
527.3802,5.42,527.324,1.56,527.3962,6.56,0.1306,3.85,43.84,180313_s30,-40post
527.4496,2.29,527.4546,-5.78,527.4738,4.06,0.3618,8.07,100.2,180313_s30,-40post
527.811,6.3,527.8164,1.25,527.832,6.56,0,5.05,67.07,180313_s30,-40post
528.098,9.79,527.8164,1.25,528.116,7.5,0.833,8.54,106.24,180313_s30,-40post
528.6438,2.76,528.6494,-2.03,528.653,5.63,0,4.79,9.64,180313_s30,-40post
529.2556,6.56,528.6494,-2.03,529.2772,8.44,0,8.59,70.69,180313_s30,-40post
529.6032,2.76,528.6494,-2.03,529.62,6.88,1.2942,4.79,0,180313_s30,-40post
529.9382,7.71,529.9436,-1.09,529.9608,4.84,0.2038,8.8,156.66,180313_s30,-40post
530.1422,6.46,530.1474,1.56,530.158,6.88,0.1696,4.9,46.02,180313_s30,-40post
530.3114,4.69,530.317,-3.59,530.334,4.06,0,8.28,115.47,180313_s30,-40post
530.8844,7.14,530.317,-3.59,530.908,8.91,1.6126,10.73,57.01,180313_s30,-40post
531.9244,0.57,531.9296,-7.03,531.9522,0.94,0.5918,7.6,99.85,180313_s30,-40post
532.5162,2.97,532.5214,-0.63,532.5336,5.47,0.5858,3.59,21.88,180313_s30,-40post
533.1034,8.49,533.1072,-1.87,533.1284,2.66,0.5446,10.36,223.5,180313_s30,-40post
533.6482,7.97,533.6518,-0.16,533.6728,4.69,0.4636,8.13,180.19,180313_s30,-40post
534.11,3.7,534.1154,-0.31,534.133,7.34,0,4.01,29.42,180313_s30,-40post
534.7072,8.02,534.1154,-0.31,534.7254,5.63,1.5102,8.33,109.8,180313_s30,-40post
535.6204,4.58,535.6256,0.16,535.6406,6.41,0,4.43,44.19,180313_s30,-40post
535.9602,1.61,535.6256,0.16,535.9732,6.56,0,1.46,0,180313_s30,-40post
536.1144,9.17,535.6256,0.16,536.1372,6.88,0,9.01,157.08,180313_s30,-40post
536.5118,1.09,535.6256,0.16,536.537,2.19,0.9402,0.94,66.63,180313_s30,-40post
536.5604,1.82,536.5658,-2.81,536.577,5.63,0.4608,4.64,12.19,180313_s30,-40post
537.0232,4.01,537.0266,1.09,537.046,6.09,0.3898,2.92,38.65,180313_s30,-40post
537.4126,6.82,537.4164,0.63,537.4352,5.47,0.6464,6.2,110.97,180313_s30,-40post
538.0574,6.98,538.0628,0.31,538.0738,9.22,0.2646,6.67,34.82,180313_s30,-40post
538.3234,7.76,538.3274,2.97,538.3326,9.53,0.252,4.79,24.92,180313_s30,-40post
538.574,7.81,538.5794,1.09,538.5934,8.28,0.1836,6.72,71.94,180313_s30,-40post
538.7596,7.5,538.763,3.13,538.7738,10,0.053,4.38,5.31,180313_s30,-40post
538.8124,7.19,538.816,-1.41,538.833,3.91,1.0076,8.59,144.44,180313_s30,-40post
539.819,7.55,539.8236,1.41,539.8354,7.97,0.6682,6.15,63.9,180313_s30,-40post
540.4868,1.25,540.4918,-3.91,540.5128,1.56,1.4132,5.16,83.25,180313_s30,-40post
541.9008,7.19,541.905,-2.03,541.9196,4.53,0.7794,9.22,134.72,180313_s30,-40post
542.6808,8.54,542.6844,2.66,542.698,8.13,0.1408,5.89,68.12,180313_s30,-40post
542.8216,6.77,542.8252,0.78,542.8406,6.56,0.0854,5.99,66.09,180313_s30,-40post
542.9072,4.38,542.9106,0,542.9306,5.47,0,4.38,61.81,180313_s30,-40post
543.5908,5.31,542.9106,0,543.6038,7.81,1.148,5.31,11.84,180313_s30,-40post
544.0532,2.34,544.0586,0,544.0698,5.63,0,2.34,4.69,180313_s30,-40post
544.5572,4.27,544.0586,0,544.576,5.47,0,4.27,57.77,180313_s30,-40post
544.7094,5.36,544.0586,0,544.731,6.56,0.9988,5.36,60.79,180313_s30,-40post
545.0522,6.04,545.0574,0.47,545.0722,4.53,0.291,5.57,98.82,180313_s30,-40post
545.3428,1.88,545.3484,-0.78,545.3694,3.28,0.243,2.66,1.25,180313_s30,-40post
545.5862,8.54,545.5914,0.78,545.6098,8.75,0.2778,7.76,98.2,180313_s30,-40post
545.8672,3.49,545.8692,0,545.8736,6.56,0.1924,3.49,0.19,180313_s30,-40post
546.0562,6.93,546.0616,1.09,546.074,6.41,0.4186,5.83,82.22,180313_s30,-40post
546.4746,2.97,546.4802,1.25,546.4936,7.19,0.6814,1.72,0,180313_s30,-40post
