"","id","roi","int","index_app","i_app"
"446","24_05_30_cell3_ch1",4,232.1563,5,"25"
"447","24_05_30_cell3_ch1",4,288.3206,6,"25"
"448","24_05_30_cell3_ch1",4,334.5127,7,"25"
"449","24_05_30_cell3_ch1",4,373.1995,8,"25"
"450","24_05_30_cell3_ch1",4,408.3059,9,"25"
"451","24_05_30_cell3_ch1",4,437.9569,10,"25"
"452","24_05_30_cell3_ch1",4,463.6414,11,"25"
"453","24_05_30_cell3_ch1",4,486.1217,12,"25"
"454","24_05_30_cell3_ch1",4,508.8498,13,"25"
"455","24_05_30_cell3_ch1",4,527.3207,14,"25"
"456","24_05_30_cell3_ch1",4,545.7886,15,"25"
"457","24_05_30_cell3_ch1",4,562.3559,16,"25"
"458","24_05_30_cell3_ch1",4,576.9477,17,"25"
"459","24_05_30_cell3_ch1",4,595.1536,18,"25"
"460","24_05_30_cell3_ch1",4,607.9476,19,"25"
"461","24_05_30_cell3_ch1",4,619.9431,20,"25"
"462","24_05_30_cell3_ch1",4,632.0358,21,"25"
"463","24_05_30_cell3_ch1",4,568.9485,22,"25"
